repo_url,stars,forks,repo_size_kb,open_issues_count,num_files,num_py_files,num_js_files,num_ts_files,num_html_files,num_css_files,num_json_files,num_sh_files,num_yaml_files,num_test_files,test_file_ratio,num_docs_files,num_notebooks,other_extensions_count,has_dedicated_test_dir,has_license,has_src_dir,has_docs_dir,has_scripts_dir,num_dirs,avg_files_per_dir,avg_py_file_len,avg_test_file_len,avg_nb_cell_count,avg_docs_file_len,num_dependencies,repo_age_days,recent_activity_days,has_pyproject_toml,has_dockerfile,has_github_actions,has_requirements_txt,has_conda_env_file,has_docker_compose,has_precommit_config,has_setup_py,has_tox_ini,has_makefile
https://github.com/DLR-RM/stable-baselines3,13014,2096,5176,78,182,67,0,0,0,1,0,4,8,30,0.309,48,0,24,True,True,False,True,True,25,7.0,239.6,281.0,0.0,188.9,0,2157,0,True,True,True,False,True,False,False,True,False,True
https://github.com/Dao-AILab/flash-attention,23082,2572,20091,1115,1016,154,0,0,0,0,0,0,112,48,0.238,15,0,687,True,True,False,False,False,67,14.94,366.2,570.5,0.0,124.1,7,1412,0,True,True,True,False,False,False,True,True,False,True
https://github.com/Datalux/Osintgram,12550,2745,3490,851,23,6,0,0,0,0,1,0,2,0,0.0,3,0,11,False,True,True,True,False,7,2.88,527.3,0.0,0.0,156.3,7,2489,0,False,True,True,True,False,True,False,False,False,True
https://github.com/DeepLabCut/DeepLabCut,5566,1772,209310,41,841,350,0,0,0,1,1,6,76,74,0.175,91,17,225,True,True,False,True,False,133,6.28,242.4,175.3,30.8,133.7,28,2927,0,True,False,True,False,False,False,True,True,False,False
https://github.com/Delgan/loguru,23762,781,2436,251,309,120,1,0,2,1,1,0,10,49,0.29,18,0,107,True,True,False,True,False,30,9.97,74.7,223.4,0.0,171.1,3,3151,0,True,False,True,False,False,False,True,False,True,False
https://github.com/DepthAnything/Depth-Anything-V2,7830,800,46233,233,74,38,0,0,0,0,0,1,0,0,0.0,3,0,32,False,True,False,False,False,17,4.11,113.7,0.0,0.0,122.0,11,656,0,False,False,False,True,False,False,False,False,False,False
https://github.com/Dman95/SASM,5955,220,29138,23,410,155,0,12,2,0,0,0,0,0,0.0,0,0,241,False,False,False,False,False,69,5.86,283.6,0.0,0.0,0.0,0,4684,2,False,False,False,False,False,False,False,False,False,False
https://github.com/Dod-o/Statistical-Learning-Method_Code,11601,2894,100264,22,54,18,0,0,0,0,0,0,0,0,0.0,1,7,28,False,False,False,False,False,21,2.45,200.9,0.0,3.3,120.0,0,2694,0,False,False,False,False,False,False,False,False,False,False
https://github.com/Drakkar-Software/OctoBot,5539,1114,238218,121,3267,1830,55,61,87,7,351,5,26,468,0.204,132,0,245,True,True,False,False,True,955,3.42,118.8,218.3,0.0,99.3,45,2958,0,False,True,True,True,False,True,False,True,False,False
https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,28717,13043,156067,20,582,3,0,0,0,0,3,0,2,0,0.0,231,0,343,False,True,False,False,False,144,4.01,97.3,0.0,0.0,1014.1,0,2453,0,False,False,True,False,False,False,False,False,False,False
