,stars,forks,repo_size_kb,open_issues_count,num_files,num_py_files,num_js_files,num_ts_files,num_html_files,num_css_files,num_json_files,num_sh_files,num_yaml_files,num_test_files,test_file_ratio,num_docs_files,num_notebooks,other_extensions_count,has_dedicated_test_dir,has_license,has_src_dir,has_docs_dir,has_scripts_dir,num_dirs,avg_files_per_dir,avg_py_file_len,avg_test_file_len,avg_nb_cell_count,avg_docs_file_len,num_dependencies,repo_age_days,recent_activity_days
num_json_files,0.02592060950862108,0.057568638403536807,0.16291691908342426,0.037658332220808576,0.4403978608958763,0.21451499993556403,0.03737419668113366,0.13275396154216507,0.0930260043909589,0.06097179721164399,1.0,0.09575168071559735,0.10523494700107246,0.27215370019121127,0.09422002173964408,0.3086706809106014,0.017516163733052537,0.219800413025007,0.05156049595255054,0.0405907268765664,0.005651662278654406,0.09948582476147254,0.13403210651483885,0.2986271533496073,0.030537659437054464,-0.01641097203658861,0.014169337878272232,0.006384547495310825,-0.03132909769126088,0.09381964950312907,-0.012823314978989149,-0.031055206425169787
num_sh_files,-0.02502068601287977,0.00950896337750328,0.10036554914430028,0.08514633833978698,0.27315040164171406,0.33210444437775866,0.04201486787786622,0.01717776697899893,-0.005909184777965416,0.01728692747183252,0.09575168071559735,1.0,0.08781245021826174,0.14891955992551198,-0.017166647217893394,0.18065631113518013,0.011592578311341615,0.11513664468138295,0.05540191710080786,0.013929775310871062,-0.04783814734346552,0.06689447891952106,0.09991084743424854,0.27985929138764204,-0.025365953996561857,-0.01060284105966973,0.005798729613213135,0.04087537808120885,-0.05655687165179588,0.13659260122755568,-0.02067708507419675,-0.028325110218468962
num_yaml_files,-0.015469484834193501,0.016929882051372285,0.053588623515815045,0.04065147671407356,0.3231647294353967,0.12478857858010103,-0.005488353372039356,0.01018603560437392,-0.006793177653726596,-0.008331475961432784,0.10523494700107246,0.08781245021826174,1.0,0.09684978497743175,0.011916020732573642,0.026468936406359084,0.006778956666812282,0.056293705732118074,0.04886582412974346,0.003966406014003584,-0.01807808172823455,0.02675889774793693,0.06333324913842979,0.15389246987426194,0.009681823700090988,-0.01512684095694771,0.04915568124678878,0.00976038189372976,-0.04077467034897719,0.02023791638785662,0.006430910809886954,-0.018257097126230065
num_test_files,0.0431648966558502,0.1303027219542277,0.36536799186690316,0.3013114012026063,0.5151529849034036,0.6992151301314113,0.04607680701863847,0.2448436465185104,0.07867188510987184,0.08620369181174553,0.27215370019121127,0.14891955992551198,0.09684978497743175,1.0,0.3908667491114817,0.186582227622729,0.2146475295376798,0.1733501487516342,0.12816324235738918,0.0780922964657024,0.023094263574565767,0.17937484569320905,0.2329981825241635,0.490825054304806,-0.017471142154060287,-0.021273987622840145,0.14184849338013303,0.019688585213584364,-0.09044706367981924,0.305411249548266,0.1215730346327855,-0.04535903033221937
test_file_ratio,-0.028405909057899307,-0.036285937683673636,0.05089081861763905,0.09081998059982621,0.06813902983065782,0.04647152696720214,-0.007134906946186315,0.06146100963363427,0.029886436167171213,0.02620474926192042,0.09422002173964408,-0.017166647217893394,0.011916020732573642,0.3908667491114817,1.0,0.04203504549286414,0.016037506794604077,-0.015023900746979488,0.3902470736290369,0.12798243907749637,0.12601868089327645,0.29921067583141203,0.1438879404714336,0.03188038915162385,-0.025848839568266762,0.031623384587648795,0.2560740358212909,-0.03603705277525695,-0.09236957211066799,0.01825646766313325,0.2610010548799624,0.05273570485844679
num_docs_files,0.033613776761674846,0.05311245342508645,0.19044025684805413,0.04824732554033144,0.46535367041361997,0.24844587872400495,0.05982361104861838,0.03728499419111259,0.02609409269085383,0.06023076097749242,0.3086706809106014,0.18065631113518013,0.026468936406359084,0.186582227622729,0.04203504549286414,1.0,0.1530730473545257,0.15661594017173303,-0.029752940840147433,0.013837544086454632,-0.02643001913402637,0.11769304949077436,0.1358069486759492,0.5384360327986165,0.011430585628716084,-0.017113541335344998,0.03095665991758571,0.0008654987242777003,-0.031801007453530275,0.14988424914112464,-0.024570671684366715,-0.03628585557367598
num_notebooks,0.02463374580259833,0.011885814364406765,0.1896797092132567,0.011615176774426915,0.21962687055420724,0.23178713117886957,-0.0016138600226660927,0.045167520763733884,0.005086244955360311,0.025133490989769837,0.017516163733052537,0.011592578311341615,0.006778956666812282,0.2146475295376798,0.016037506794604077,0.1530730473545257,1.0,0.1260884776451535,-0.007384407861304641,0.02256339009393648,-0.01901006778976085,0.04124647233281565,0.06720695918685991,0.31471824433074697,-0.014264114600661529,-0.021597116188814162,0.010989215444536042,0.06176146340587372,-0.032133214341320944,0.5208588533999294,-0.009514223118838582,-0.00919410587257349
other_extensions_count,0.012153451564315637,0.04031163770788882,0.2304203919159141,0.04439074223685883,0.7949601268312645,0.27615676158042574,0.1475592262210137,0.1973922757014976,0.14573933538165487,0.13773548226775018,0.219800413025007,0.11513664468138295,0.056293705732118074,0.1733501487516342,-0.015023900746979488,0.15661594017173303,0.1260884776451535,1.0,-0.0335907514488467,0.023258027219821273,0.05131779887046679,0.09896566749463058,0.031474271688136005,0.5106132907992053,0.17053650000184276,-0.03138510865824034,0.03971590310654536,-0.008453783511882548,0.012062938616314571,0.20956927295902505,0.06383970906199464,-0.025229202926215926
has_dedicated_test_dir,-0.047000875656907935,-0.07808557422719413,0.01635892335522242,0.004568261765029671,0.009106921530418083,0.05235442993832645,-0.03264812334512887,-0.03102799097716363,-0.0386454500849551,-0.03062969857056411,0.05156049595255054,0.05540191710080786,0.04886582412974346,0.12816324235738918,0.3902470736290369,-0.029752940840147433,-0.007384407861304641,-0.0335907514488467,1.0,0.1397818663269204,0.12390928113119795,0.3065585703921568,0.1748797735924524,-0.023196244270644005,-0.01903851751975128,-0.0282257307356456,0.17133956994515032,-0.01749757265311742,-0.03405193513451401,-0.018524583322266062,0.08633390900014783,0.017732775700898373
has_license,-0.025582483665791328,-0.04476395981855699,0.06561613813525671,-0.06550327731724048,0.056497044858267384,0.06992698565109338,0.02702116805392646,0.04621266201217437,0.027505365884342166,-0.018914864960018637,0.0405907268765664,0.013929775310871062,0.003966406014003584,0.0780922964657024,0.12798243907749637,0.013837544086454632,0.02256339009393648,0.023258027219821273,0.1397818663269204,1.0,0.04060882866377334,0.17696524331501676,0.0985404723522953,0.036437304061219616,-0.01802706936821252,-0.03609882174418862,0.06932530041785538,0.029363450633776093,-0.047633984612385,0.07558935362565512,-0.09232802290124227,-0.010278336386479245
has_src_dir,-0.039191172206362083,-0.04715761934378932,-0.02341697516948194,-0.027628623573735245,0.016329049912611568,-0.023806517646267403,-0.04022133891280092,0.01741296638593833,0.033738048485106954,0.02672081481149136,0.005651662278654406,-0.04783814734346552,-0.01807808172823455,0.023094263574565767,0.12601868089327645,-0.02643001913402637,-0.01901006778976085,0.05131779887046679,0.12390928113119795,0.04060882866377334,1.0,0.10061936046071689,0.024577727076229936,-0.05104851786092038,0.01159713449107297,0.004127833601206651,0.06543591641505246,-0.03337981964485117,-0.03142100834259388,-0.041721370026058684,-0.06877810466677173,-0.022438009874935973
has_docs_dir,-0.041527833367325365,-0.023414970100182616,0.1241218044253184,0.06789554057112059,0.15939842267506737,0.1404187667235907,-0.024054437475711503,-0.006710983064114264,0.06486731765412287,0.0576080612448323,0.09948582476147254,0.06689447891952106,0.02675889774793693,0.17937484569320905,0.29921067583141203,0.11769304949077436,0.04124647233281565,0.09896566749463058,0.3065585703921568,0.17696524331501676,0.10061936046071689,1.0,0.20145470099824384,0.13536985686118833,-0.03401068104980549,-0.013517697526550434,0.18397684456785862,-0.0116478685018795,-0.09156004415147045,0.030487411760179356,0.12263750039138703,0.007203947231381973
has_scripts_dir,0.08400223072973224,0.08364698728083175,0.09560732778033791,0.09465330291587593,0.1769732153336683,0.19511460989974314,0.05016238071644576,0.12826731530234722,0.06850360817927577,0.04429537392191193,0.13403210651483885,0.09991084743424854,0.06333324913842979,0.2329981825241635,0.1438879404714336,0.1358069486759492,0.06720695918685991,0.031474271688136005,0.1748797735924524,0.0985404723522953,0.024577727076229936,0.20145470099824384,1.0,0.18194542420257728,0.009395574636838194,-0.008341104725049585,0.080716703725319,-0.012473638723620768,-0.00972067625753985,0.07667640950584147,-0.06773892015791202,-0.05723411701959132
num_dirs,0.04940365106151332,0.13176408980145182,0.3029133278761634,0.08140691336449801,0.7703004673954926,0.6214291943313193,0.19055299653024538,0.2971754626443919,0.16246228630569876,0.16169148142641762,0.2986271533496073,0.27985929138764204,0.15389246987426194,0.490825054304806,0.03188038915162385,0.5384360327986165,0.31471824433074697,0.5106132907992053,-0.023196244270644005,0.036437304061219616,-0.05104851786092038,0.13536985686118833,0.18194542420257728,1.0,-0.04965096121138624,-0.05353577758245796,0.0806091050338609,0.010601194824757921,-0.03162528331718622,0.35081743811510957,0.0044004059978681,-0.05097088677153666
avg_files_per_dir,-0.00630217111017705,-0.01779633350924363,0.06425094066509308,0.016051601476598936,0.098555921223401,-0.019958060185981376,-0.0093991912112863,-0.01721220943256695,0.011524053724168336,-0.015609434401498068,0.030537659437054464,-0.025365953996561857,0.009681823700090988,-0.017471142154060287,-0.025848839568266762,0.011430585628716084,-0.014264114600661529,0.17053650000184276,-0.01903851751975128,-0.01802706936821252,0.01159713449107297,-0.03401068104980549,0.009395574636838194,-0.04965096121138624,1.0,-0.001867617474726376,-0.01719303163368379,-0.017597838175609396,0.022082105767476663,-0.034327190341553356,0.10123502390779066,0.00011269310583225355
avg_py_file_len,-0.0049428562782347805,0.00864536246805298,-0.01783167092675401,0.03058302771097892,-0.05010227432163094,-0.05684389450636653,-0.02673035715270398,-0.02338951044786,-0.008191346799239056,-0.012618358393957588,-0.01641097203658861,-0.01060284105966973,-0.01512684095694771,-0.021273987622840145,0.031623384587648795,-0.017113541335344998,-0.021597116188814162,-0.03138510865824034,-0.0282257307356456,-0.03609882174418862,0.004127833601206651,-0.013517697526550434,-0.008341104725049585,-0.05353577758245796,-0.001867617474726376,1.0,0.1022393521387846,-0.023724017917378708,0.1699609845296905,-0.03323608374851357,-0.01359910154177705,-0.0188900419567502
avg_test_file_len,-0.015326597988195228,-0.013680773780252871,0.10568646705299847,0.0983520145374897,0.09586388632537346,0.10840970511812213,0.003903892864914644,0.06951433793875203,0.04711422157824159,0.01708840543416457,0.014169337878272232,0.005798729613213135,0.04915568124678878,0.14184849338013303,0.2560740358212909,0.03095665991758571,0.010989215444536042,0.03971590310654536,0.17133956994515032,0.06932530041785538,0.06543591641505246,0.18397684456785862,0.080716703725319,0.0806091050338609,-0.01719303163368379,0.1022393521387846,1.0,-0.014664118881376212,-0.002820956465412836,0.025569495393288885,0.13504422925374368,0.013066183025649648
avg_nb_cell_count,-0.003694410439732572,-0.01824639792708261,0.029086946040597136,-0.008540168787954055,0.008594862749922745,0.027179228154743766,-0.007985626908778293,-0.00030733384690679395,-0.009926581590782498,-0.00014364708266100047,0.006384547495310825,0.04087537808120885,0.00976038189372976,0.019688585213584364,-0.03603705277525695,0.0008654987242777003,0.06176146340587372,-0.008453783511882548,-0.01749757265311742,0.029363450633776093,-0.03337981964485117,-0.0116478685018795,-0.012473638723620768,0.010601194824757921,-0.017597838175609396,-0.023724017917378708,-0.014664118881376212,1.0,0.08368349454023809,0.020647797239399617,0.004939776722602914,-0.004865778681643269
avg_docs_file_len,0.0498695816236958,0.045507788457788044,-0.09862420008565788,-0.01460094351518889,-0.04923097616755598,-0.06740454258096085,-0.03638044067727131,-0.046088785373589465,-0.01451619488562683,-0.036833711941556636,-0.03132909769126088,-0.05655687165179588,-0.04077467034897719,-0.09044706367981924,-0.09236957211066799,-0.031801007453530275,-0.032133214341320944,0.012062938616314571,-0.03405193513451401,-0.047633984612385,-0.03142100834259388,-0.09156004415147045,-0.00972067625753985,-0.03162528331718622,0.022082105767476663,0.1699609845296905,-0.002820956465412836,0.08368349454023809,1.0,-0.055654541906716586,-0.010080382937716069,-0.016889663762239396
num_dependencies,0.041893332384442726,0.0484197290141302,0.27546002599190306,0.07855504872308024,0.32448407678395197,0.36059370780123756,0.02248961145274629,0.09833940674621319,0.018671522703915488,0.058652962102318795,0.09381964950312907,0.13659260122755568,0.02023791638785662,0.305411249548266,0.01825646766313325,0.14988424914112464,0.5208588533999294,0.20956927295902505,-0.018524583322266062,0.07558935362565512,-0.041721370026058684,0.030487411760179356,0.07667640950584147,0.35081743811510957,-0.034327190341553356,-0.03323608374851357,0.025569495393288885,0.020647797239399617,-0.055654541906716586,1.0,-0.09788436224482415,-0.031883780320658806
repo_age_days,0.025903041011959768,0.10856340872266776,0.028665004147410546,0.16121150291135802,0.05441995349343291,0.06791519531504628,-0.004338201599984111,-0.06376098685059843,0.06710913312123531,0.020988328695908193,-0.012823314978989149,-0.02067708507419675,0.006430910809886954,0.1215730346327855,0.2610010548799624,-0.024570671684366715,-0.009514223118838582,0.06383970906199464,0.08633390900014783,-0.09232802290124227,-0.06877810466677173,0.12263750039138703,-0.06773892015791202,0.0044004059978681,0.10123502390779066,-0.01359910154177705,0.13504422925374368,0.004939776722602914,-0.010080382937716069,-0.09788436224482415,1.0,0.1589423350246206
recent_activity_days,-0.08305432604989879,-0.07006768108439186,-0.0416252822070777,-0.04175521662713596,-0.05890958573082643,-0.06667732772828695,-0.023158687392445875,-0.028641018783257814,-0.01232342334667576,-0.020790084195443793,-0.031055206425169787,-0.028325110218468962,-0.018257097126230065,-0.04535903033221937,0.05273570485844679,-0.03628585557367598,-0.00919410587257349,-0.025229202926215926,0.017732775700898373,-0.010278336386479245,-0.022438009874935973,0.007203947231381973,-0.05723411701959132,-0.05097088677153666,0.00011269310583225355,-0.0188900419567502,0.013066183025649648,-0.004865778681643269,-0.016889663762239396,-0.031883780320658806,0.1589423350246206,1.0
